ruta,carpeta_origen,comuna,nombre,tipo_archivo,bytes,sha256,paginas,chars_total,paginas_texto,paginas_escaneadas,paginas_vacias,veredicto
descargas\curacautin\ordenanzas_vigentes\_ordenanza_sobre_derechos_municipales_por_permisos_concesiones_y_servicios_munic__Ordenanza General de Derechos 2022.pdf,descargas,curacautin,_ordenanza_sobre_derechos_municipales_por_permisos_concesiones_y_servicios_munic__Ordenanza General de Derechos 2022.pdf,PDF,1208350,a87733999dba74132946f22c54285c97d584e95df7f24c5aa05643ce38b8320c,29,77134,27,2,0,TEXTO
descargas\curacautin\ordenanzas_vigentes\_regula_el_transito_vehicular_horarios_de_subida_y_bajada_y_uso_de_cadenas_en_ru__Ordenanza Municipal que regula el tránsito vehícular Ruta R-785.pdf,descargas,curacautin,_regula_el_transito_vehicular_horarios_de_subida_y_bajada_y_uso_de_cadenas_en_ru__Ordenanza Municipal que regula el tránsito vehícular Ruta R-785.pdf,PDF,2253379,562d718868d98637f03cf9c422a076a82b48e985f650f7027a70a0d628f63e1f,6,0,0,6,0,ESCANEADO
descargas\curacautin\ordenanzas_vigentes\_ver_detalle_ver_ordenanza__ordenanza_terminal_rodoviario_curacautin.pdf,descargas,curacautin,_ver_detalle_ver_ordenanza__ordenanza_terminal_rodoviario_curacautin.pdf,PDF,3702896,c213ab3d357fc7cafa7f6c5aebaf83d9ed82dd449825bf9ed46b2b63df71ae1f,13,19558,13,0,0,TEXTO
"Ordenanzas Descargadas\1-600\curacautin__ordenanza_local_sobre_uso_de_mascarilla_en_lugares_que_indica_en_la_comuna_de_c__DEC. EX. N. 569, APRUEBA ORDENANZA LOCAL USO DE MASCARILLA..pdf",descargadas,curacautin,"curacautin__ordenanza_local_sobre_uso_de_mascarilla_en_lugares_que_indica_en_la_comuna_de_c__DEC. EX. N. 569, APRUEBA ORDENANZA LOCAL USO DE MASCARILLA..pdf",PDF,2336547,2f3461ba3d1b2cace21bd9e79fcfbbf0d8f9104a188b409a30be7330c387d960,5,0,0,5,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__ordenanza_municipal_fijacion_de_precios_farmacia_popular__ORDENANZA MUNICIPAL FARMACIA POPULAR.pdf,descargadas,curacautin,curacautin__ordenanza_municipal_fijacion_de_precios_farmacia_popular__ORDENANZA MUNICIPAL FARMACIA POPULAR.pdf,PDF,753829,7223905d35f6a94ca180dfa3b6046879c0140ef8034720e575fb0bbaaffc0b02,3,0,0,3,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__ordenanza_para_el_funcionamiento_y_derechos_municipales_por_contraprestacion_de__ORDENANZA FUNCIONAMIENTO Y DERECHOS MUNICIPALES MODULOS ARTESANALES.pdf,descargadas,curacautin,curacautin__ordenanza_para_el_funcionamiento_y_derechos_municipales_por_contraprestacion_de__ORDENANZA FUNCIONAMIENTO Y DERECHOS MUNICIPALES MODULOS ARTESANALES.pdf,PDF,2749453,fde043b364a252d6c8ccc4e6f3205316c7900f2f1acee1bd9aa93f74c45e0ff6,12,0,0,12,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__ordenanza_para_funcionamiento_y_derechos_municipales_por_contra_prestacion_de_m__2021_ORDENANZA FUNCIONAMIENTO Y DERECHOS MUNICIPALES  MODULOS FERIA DE ABASTO.pdf,descargadas,curacautin,curacautin__ordenanza_para_funcionamiento_y_derechos_municipales_por_contra_prestacion_de_m__2021_ORDENANZA FUNCIONAMIENTO Y DERECHOS MUNICIPALES  MODULOS FERIA DE ABASTO.pdf,PDF,3067295,76a266bd6ee0dc72896f0f6e2115ae51741975b6b7574af465b804c5f58ca089,11,0,0,11,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__ordenanza_reguladora_de_los_kioskos_de_propiedad_municipal_modificacion__DECRETO EX. N°473 MODIFICA ORDENANZA KIOSKOS MUNICIPALES.pdf,descargadas,curacautin,curacautin__ordenanza_reguladora_de_los_kioskos_de_propiedad_municipal_modificacion__DECRETO EX. N°473 MODIFICA ORDENANZA KIOSKOS MUNICIPALES.pdf,PDF,1710518,598f1c3dce5f812efdbaa51c59b8ccdd8d01fce92952dd61b33d7eafae06c367,8,0,0,8,0,ESCANEADO
Ordenanzas ordenadas\curacautin__ordenanza_reguladora_de_los_kioskos_de_propiedad_municipal_modificacion__DECRETO EX. N°473 MODIFICA ORDENANZA KIOSKOS MUNICIPALES.pdf,ordenadas,curacautin,curacautin__ordenanza_reguladora_de_los_kioskos_de_propiedad_municipal_modificacion__DECRETO EX. N°473 MODIFICA ORDENANZA KIOSKOS MUNICIPALES.pdf,PDF,1710518,598f1c3dce5f812efdbaa51c59b8ccdd8d01fce92952dd61b33d7eafae06c367,8,0,0,8,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__ordenanza_sobre_derechos_municipales_por_permisos_concesiones_y_servicios_munic__Ordenanza General de Derechos 2022.pdf,descargadas,curacautin,curacautin__ordenanza_sobre_derechos_municipales_por_permisos_concesiones_y_servicios_munic__Ordenanza General de Derechos 2022.pdf,PDF,1208350,a87733999dba74132946f22c54285c97d584e95df7f24c5aa05643ce38b8320c,29,77134,27,2,0,TEXTO
Ordenanzas Descargadas\1-600\curacautin__apruebese_la_ordenanza_de_prevencion_y_gestion_de_riesgos_comunales_productos_d__Ordenanza Decreto Incendios Forestales.pdf,descargadas,curacautin__apruebese_la,curacautin__apruebese_la_ordenanza_de_prevencion_y_gestion_de_riesgos_comunales_productos_d__Ordenanza Decreto Incendios Forestales.pdf,PDF,26206640,5967b2853dbaabcc600fa9487a9c28bbf32edc3e15e2940fa1edb463c753bcdd,32,0,0,32,0,ESCANEADO
Ordenanzas ordenadas\curacautin__apruebese_la_ordenanza_de_prevencion_y_gestion_de_riesgos_comunales_productos_d__Ordenanza Decreto Incendios Forestales.pdf,ordenadas,curacautin__apruebese_la,curacautin__apruebese_la_ordenanza_de_prevencion_y_gestion_de_riesgos_comunales_productos_d__Ordenanza Decreto Incendios Forestales.pdf,PDF,26206640,5967b2853dbaabcc600fa9487a9c28bbf32edc3e15e2940fa1edb463c753bcdd,32,0,0,32,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__la_presente_ordenanza_tiene_por_objeto_conservar_educar_y_regular_las_acciones___ordenanza_de_medio_ambiente_y_proteccion_de_la_biodiversidad.pdf,descargadas,curacautin__la_presente,curacautin__la_presente_ordenanza_tiene_por_objeto_conservar_educar_y_regular_las_acciones___ordenanza_de_medio_ambiente_y_proteccion_de_la_biodiversidad.pdf,PDF,20923065,a76cfa37d1728749e82faffbc693cdf35903de7a6036169facb6419ad00ace11,33,0,0,33,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__modifica_ordenanza_municipal_terminal_rodoviario_curacautin__decreto_ex_n_2992__30_10_23__modifica_ordenanza_terminal_rodoviario__dec_ex_1965__27_07_23.pdf,descargadas,curacautin__modifica,curacautin__modifica_ordenanza_municipal_terminal_rodoviario_curacautin__decreto_ex_n_2992__30_10_23__modifica_ordenanza_terminal_rodoviario__dec_ex_1965__27_07_23.pdf,PDF,1087413,27b5b1999f688023100c1775d69c6993d8049463bca3b1775d5012234fae8910,2,0,0,2,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__modifica_ordenanza_para_el_funcionamiento_y_derechos_municipales_por_contrapres__dec_ex_n_2991__30_10_23__modifica_ordenanza_funcionamiento_y_derechos_modulos_feria_abasto__dec_ex_n_673__31_05_21.pdf,descargadas,curacautin__modifica,curacautin__modifica_ordenanza_para_el_funcionamiento_y_derechos_municipales_por_contrapres__dec_ex_n_2991__30_10_23__modifica_ordenanza_funcionamiento_y_derechos_modulos_feria_abasto__dec_ex_n_673__31_05_21.pdf,PDF,1608684,cd25fb3a6ce69f430e458b605987e372c373054e46e4e675d1a720f7da56eca6,0,0,0,0,0,ILEGIBLE
Ordenanzas Descargadas\1-600\curacautin__modifica_ordenanza_sobre_derecho_municipales_por_permisos_concesiones_y_servici__dec_ex_n_2990__30_10_23__modifica_ordenanza_derechos_permisos_concesiones_y_servicios_municipales__dec_ex_n_28_10_22.pdf,descargadas,curacautin__modifica,curacautin__modifica_ordenanza_sobre_derecho_municipales_por_permisos_concesiones_y_servici__dec_ex_n_2990__30_10_23__modifica_ordenanza_derechos_permisos_concesiones_y_servicios_municipales__dec_ex_n_28_10_22.pdf,PDF,5164489,f6003a4010d501dc1c144d9b63cec976fe679d85f3650c059b64f9a5df6636c8,0,0,0,0,0,ILEGIBLE
Ordenanzas Descargadas\1-600\curacautin__modificacion_ordenanza_para_el_funcionamiento_y_derechos_municipales_por_contra__modificacion_ordednanza_feria_de_abasto.pdf,descargadas,curacautin__modificacion,curacautin__modificacion_ordenanza_para_el_funcionamiento_y_derechos_municipales_por_contra__modificacion_ordednanza_feria_de_abasto.pdf,PDF,3369283,9ede3b4c4ec5d258ebdce33baaf4e92670655accf2e5ac52d6b4faf67a8bca2e,10,0,0,10,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__modificacion_a_la_ordenanza_municipal_que_regula_el_transito_vehicular_horarios__modificacion_a_la_ordenanza_municipal_que_regula_el_transito.pdf,descargadas,curacautin__modificacion_a_la,curacautin__modificacion_a_la_ordenanza_municipal_que_regula_el_transito_vehicular_horarios__modificacion_a_la_ordenanza_municipal_que_regula_el_transito.pdf,PDF,341510,f29e28d852231fb887cdbdbdf022f87343621e7f986ccb162f5778e434b84895,4,9071,4,0,0,TEXTO
Ordenanzas Descargadas\1-600\curacautin__regula_el_transito_vehicular_horarios_de_subida_y_bajada_y_uso_de_cadenas_en_ru__Ordenanza Municipal que regula el tránsito vehícular Ruta R-785.pdf,descargadas,curacautin__regula_el_transito_vehicular_horarios_de_subida_y_bajada_y_uso_de_cadenas_en_ru,curacautin__regula_el_transito_vehicular_horarios_de_subida_y_bajada_y_uso_de_cadenas_en_ru__Ordenanza Municipal que regula el tránsito vehícular Ruta R-785.pdf,PDF,2253379,562d718868d98637f03cf9c422a076a82b48e985f650f7027a70a0d628f63e1f,6,0,0,6,0,ESCANEADO
Ordenanzas Descargadas\1-600\curacautin__ver_detalle_ver_ordenanza__ordenanza_terminal_rodoviario_curacautin.pdf,descargadas,curacautin__ver_detalle_ver,curacautin__ver_detalle_ver_ordenanza__ordenanza_terminal_rodoviario_curacautin.pdf,PDF,3702896,c213ab3d357fc7cafa7f6c5aebaf83d9ed82dd449825bf9ed46b2b63df71ae1f,13,19558,13,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\curacautin__ver_detalle_ver_ordenanza__ordenanza_terminal_rodoviario_curacautin.pdf,ordenadas,curacautin__ver_detalle_ver,curacautin__ver_detalle_ver_ordenanza__ordenanza_terminal_rodoviario_curacautin.pdf,PDF,3702896,c213ab3d357fc7cafa7f6c5aebaf83d9ed82dd449825bf9ed46b2b63df71ae1f,13,19558,13,0,0,TEXTO
descargas\curanilahue\busqueda_global\acuerdo_220_aprueba_imagen_objetivo_de_la_actualizacion_del_plan_regulador_comun__b07f695c-f04f-4634-a2bc-0151251a63e3.pdf,descargas,curanilahue,acuerdo_220_aprueba_imagen_objetivo_de_la_actualizacion_del_plan_regulador_comun__b07f695c-f04f-4634-a2bc-0151251a63e3.pdf,PDF,386068,07b4c341627670ca8b7c91318bc3123b04dc45ce4ec07fdf05793465b8678589,1,0,0,1,0,ESCANEADO
descargas\curanilahue\busqueda_global\acuerdo_299_aprueba_aporte_aprobacion_plan_regulador_comunal__89223b22-0d33-40ae-9f90-ae7042c7a5f3.pdf,descargas,curanilahue,acuerdo_299_aprueba_aporte_aprobacion_plan_regulador_comunal__89223b22-0d33-40ae-9f90-ae7042c7a5f3.pdf,PDF,489336,24effa53c9ee9e3006163db8792db3501ba1a578d363ee0478f0fea650cc3f84,1,0,0,1,0,ESCANEADO
descargas\curanilahue\busqueda_global\aviso_extracto_de_inicio_del_procedimiento_de_evaluacion_ambiental_estrategica_r__e4fb5691-2db5-430d-8736-9350ac1ca166.pdf,descargas,curanilahue,aviso_extracto_de_inicio_del_procedimiento_de_evaluacion_ambiental_estrategica_r__e4fb5691-2db5-430d-8736-9350ac1ca166.pdf,PDF,231825,bb0620486687314ee55d10c7fe8cb6ab0b8cd640e2375cf03acd724311561497,2,5115,2,0,0,TEXTO
Ordenanzas Descargadas\1-600\curanilahue_acuerdo_220_aprueba_imagen_objetivo_de_la_actualizacion_del_plan_regulador_comun__b07f695c-f04f-4634-a2bc-0151251a63e3.pdf,descargadas,curanilahue,curanilahue_acuerdo_220_aprueba_imagen_objetivo_de_la_actualizacion_del_plan_regulador_comun__b07f695c-f04f-4634-a2bc-0151251a63e3.pdf,PDF,386068,07b4c341627670ca8b7c91318bc3123b04dc45ce4ec07fdf05793465b8678589,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\1-600\curanilahue_acuerdo_299_aprueba_aporte_aprobacion_plan_regulador_comunal__89223b22-0d33-40ae-9f90-ae7042c7a5f3.pdf,descargadas,curanilahue,curanilahue_acuerdo_299_aprueba_aporte_aprobacion_plan_regulador_comunal__89223b22-0d33-40ae-9f90-ae7042c7a5f3.pdf,PDF,489336,24effa53c9ee9e3006163db8792db3501ba1a578d363ee0478f0fea650cc3f84,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\1-600\curanilahue_aviso_extracto_de_inicio_del_procedimiento_de_evaluacion_ambiental_estrategica_r__e4fb5691-2db5-430d-8736-9350ac1ca166.pdf,descargadas,curanilahue_aviso_extracto_de_inicio_del_procedimiento_de_evaluacion_ambiental_estrategica_r__e4fb5691-2db5-430d-8736-9350ac1ca166,curanilahue_aviso_extracto_de_inicio_del_procedimiento_de_evaluacion_ambiental_estrategica_r__e4fb5691-2db5-430d-8736-9350ac1ca166.pdf,PDF,231825,bb0620486687314ee55d10c7fe8cb6ab0b8cd640e2375cf03acd724311561497,2,5115,2,0,0,TEXTO
descargas\curico\diario_oficial\1056_apruebese_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador__1056.pdf,descargas,curico,1056_apruebese_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador__1056.pdf,PDF,2647893,e5b999701e03e55f11c327df4f8d056c56430f66b0a6b26902d0e23691ef2a3e,3,8118,3,0,0,TEXTO
descargas\curico\diario_oficial\1157_actualizacion_plan_regulador_comunal__1157.pdf,descargas,curico,1157_actualizacion_plan_regulador_comunal__1157.pdf,PDF,460616,332b68ef95e98a7391031dd214d82337543845e5fe3d233f8a0688a75f95b413,4,3948,2,2,0,MIXTO
descargas\curico\diario_oficial\1370_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_cumunal_d__1370.pdf,descargas,curico,1370_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_cumunal_d__1370.pdf,PDF,209497,a89208ed822d4b69f41f2074462e9c6c2ead197227d863fc82a34246e85b1383,4,8524,4,0,0,TEXTO
descargas\curico\diario_oficial\2053_aprueba_retrotraer_proceso_de_difusion_publica_plan_regulador_comunal__2053.pdf,descargas,curico,2053_aprueba_retrotraer_proceso_de_difusion_publica_plan_regulador_comunal__2053.pdf,PDF,35878,d7ebca47f6a52c12d846485b7a17aaf37d73cb8a6fcdb999839b4aae6018d562,1,1719,1,0,0,TEXTO
descargas\curico\diario_oficial\239_aprueba_modificacion_del_plano_regulador__239.pdf,descargas,curico,239_aprueba_modificacion_del_plano_regulador__239.pdf,PDF,585542,0bbf5a914f48179d6ebf5b2a350be402df26df809eeec06d1957e938e8a65549,6,0,0,6,0,ESCANEADO
descargas\curico\diario_oficial\3042_aprueba_enmienda_a_la_ordenanza_local_del_plan_regulador_comunal_de_curico__3042.pdf,descargas,curico,3042_aprueba_enmienda_a_la_ordenanza_local_del_plan_regulador_comunal_de_curico__3042.pdf,PDF,542188,651d523b647f70deb56adef08da44672e566a62579754722d53a9b37f1ebe76e,3,7716,3,0,0,TEXTO
descargas\curico\diario_oficial\3445_aprueba_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_c__3445.pdf,descargas,curico,3445_aprueba_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_c__3445.pdf,PDF,1070936,d8ec6d6e7d33d35705523644fb866a3dca866fde4b3941f79c8a5361094c91c8,3,8499,3,0,0,TEXTO
descargas\curico\diario_oficial\93_invalida_resoluccon_que_indica_y_reemplaza_por_la_presente_resolucion_que_pro__93.pdf,descargas,curico,93_invalida_resoluccon_que_indica_y_reemplaza_por_la_presente_resolucion_que_pro__93.pdf,PDF,15819760,0d9ae568db4a258a20a7d436b230e0274035265c50af47f7eea45c7f7fe68e05,36,0,0,36,0,ESCANEADO
Ordenanzas Descargadas\1-600\curico_1056_apruebese_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador__1056.pdf,descargadas,curico,curico_1056_apruebese_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador__1056.pdf,PDF,2647893,e5b999701e03e55f11c327df4f8d056c56430f66b0a6b26902d0e23691ef2a3e,3,8118,3,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\curico_1056_apruebese_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador__1056.pdf,ordenadas,curico,curico_1056_apruebese_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador__1056.pdf,PDF,2647893,e5b999701e03e55f11c327df4f8d056c56430f66b0a6b26902d0e23691ef2a3e,3,8118,3,0,0,TEXTO
Ordenanzas Descargadas\1-600\curico_1157_actualizacion_plan_regulador_comunal__1157.pdf,descargadas,curico,curico_1157_actualizacion_plan_regulador_comunal__1157.pdf,PDF,460616,332b68ef95e98a7391031dd214d82337543845e5fe3d233f8a0688a75f95b413,4,3948,2,2,0,MIXTO
Ordenanzas ordenadas\OCR ok\curico_1157_actualizacion_plan_regulador_comunal__1157.pdf,ordenadas,curico,curico_1157_actualizacion_plan_regulador_comunal__1157.pdf,PDF,460616,332b68ef95e98a7391031dd214d82337543845e5fe3d233f8a0688a75f95b413,4,3948,2,2,0,MIXTO
Ordenanzas Descargadas\1-600\curico_1370_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_cumunal_d__1370.pdf,descargadas,curico,curico_1370_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_cumunal_d__1370.pdf,PDF,209497,a89208ed822d4b69f41f2074462e9c6c2ead197227d863fc82a34246e85b1383,4,8524,4,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\curico_1370_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_cumunal_d__1370.pdf,ordenadas,curico,curico_1370_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_cumunal_d__1370.pdf,PDF,209497,a89208ed822d4b69f41f2074462e9c6c2ead197227d863fc82a34246e85b1383,4,8524,4,0,0,TEXTO
Ordenanzas Descargadas\1-600\curico_2053_aprueba_retrotraer_proceso_de_difusion_publica_plan_regulador_comunal__2053.pdf,descargadas,curico,curico_2053_aprueba_retrotraer_proceso_de_difusion_publica_plan_regulador_comunal__2053.pdf,PDF,35878,d7ebca47f6a52c12d846485b7a17aaf37d73cb8a6fcdb999839b4aae6018d562,1,1719,1,0,0,TEXTO
Ordenanzas Descargadas\1-600\curico_239_aprueba_modificacion_del_plano_regulador__239.pdf,descargadas,curico,curico_239_aprueba_modificacion_del_plano_regulador__239.pdf,PDF,585542,0bbf5a914f48179d6ebf5b2a350be402df26df809eeec06d1957e938e8a65549,6,0,0,6,0,ESCANEADO
Ordenanzas Descargadas\1-600\curico_3042_aprueba_enmienda_a_la_ordenanza_local_del_plan_regulador_comunal_de_curico__3042.pdf,descargadas,curico,curico_3042_aprueba_enmienda_a_la_ordenanza_local_del_plan_regulador_comunal_de_curico__3042.pdf,PDF,542188,651d523b647f70deb56adef08da44672e566a62579754722d53a9b37f1ebe76e,3,7716,3,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\curico_3042_aprueba_enmienda_a_la_ordenanza_local_del_plan_regulador_comunal_de_curico__3042.pdf,ordenadas,curico,curico_3042_aprueba_enmienda_a_la_ordenanza_local_del_plan_regulador_comunal_de_curico__3042.pdf,PDF,542188,651d523b647f70deb56adef08da44672e566a62579754722d53a9b37f1ebe76e,3,7716,3,0,0,TEXTO
Ordenanzas Descargadas\1-600\curico_3445_aprueba_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_c__3445.pdf,descargadas,curico,curico_3445_aprueba_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_c__3445.pdf,PDF,1070936,d8ec6d6e7d33d35705523644fb866a3dca866fde4b3941f79c8a5361094c91c8,3,8499,3,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\curico_3445_aprueba_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_c__3445.pdf,ordenadas,curico,curico_3445_aprueba_modificacion_via_enmienda_a_la_ordenanza_local_del_plan_regulador_c__3445.pdf,PDF,1070936,d8ec6d6e7d33d35705523644fb866a3dca866fde4b3941f79c8a5361094c91c8,3,8499,3,0,0,TEXTO
Ordenanzas Descargadas\1-600\curico_93_invalida_resoluccon_que_indica_y_reemplaza_por_la_presente_resolucion_que_pro__93.pdf,descargadas,curico,curico_93_invalida_resoluccon_que_indica_y_reemplaza_por_la_presente_resolucion_que_pro__93.pdf,PDF,15819760,0d9ae568db4a258a20a7d436b230e0274035265c50af47f7eea45c7f7fe68e05,36,0,0,36,0,ESCANEADO
Ordenanzas ordenadas\curico_93_invalida_resoluccon_que_indica_y_reemplaza_por_la_presente_resolucion_que_pro__93.pdf,ordenadas,curico,curico_93_invalida_resoluccon_que_indica_y_reemplaza_por_la_presente_resolucion_que_pro__93.pdf,PDF,15819760,0d9ae568db4a258a20a7d436b230e0274035265c50af47f7eea45c7f7fe68e05,36,0,0,36,0,ESCANEADO
Ordenanzas Descargadas\1-600\curico_decreto_1806_modificacion_y_adecuaciones_del_plan_regulador_de_curico__1806.pdf,descargadas,curico,curico_decreto_1806_modificacion_y_adecuaciones_del_plan_regulador_de_curico__1806.pdf,PDF,51302,da2fe2db54f99a5255b44bffcba4ffcba37d5228652e728b99e89d37d22a92f8,1,0,0,1,0,ESCANEADO
Ordenanzas ordenadas\curico_decreto_1806_modificacion_y_adecuaciones_del_plan_regulador_de_curico__1806.pdf,ordenadas,curico,curico_decreto_1806_modificacion_y_adecuaciones_del_plan_regulador_de_curico__1806.pdf,PDF,51302,da2fe2db54f99a5255b44bffcba4ffcba37d5228652e728b99e89d37d22a92f8,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\1-600\curico_decreto_exento_enmienda_ordenanza_local_del_plan_regulador_de_curico__230.pdf,descargadas,curico,curico_decreto_exento_enmienda_ordenanza_local_del_plan_regulador_de_curico__230.pdf,PDF,432856,ee2a4c0c7de6ff5ffea1bdc86a1415eda0c73caa266b1fe37c436b5ce090f98b,4,1756,2,2,0,MIXTO
Ordenanzas ordenadas\OCR ok\curico_decreto_exento_enmienda_ordenanza_local_del_plan_regulador_de_curico__230.pdf,ordenadas,curico,curico_decreto_exento_enmienda_ordenanza_local_del_plan_regulador_de_curico__230.pdf,PDF,432856,ee2a4c0c7de6ff5ffea1bdc86a1415eda0c73caa266b1fe37c436b5ce090f98b,4,1756,2,2,0,MIXTO
descargas\curico\busqueda_global\decreto_1806_modificacion_y_adecuaciones_del_plan_regulador_de_curico__1806.pdf,descargas,curico,decreto_1806_modificacion_y_adecuaciones_del_plan_regulador_de_curico__1806.pdf,PDF,51302,da2fe2db54f99a5255b44bffcba4ffcba37d5228652e728b99e89d37d22a92f8,1,0,0,1,0,ESCANEADO
descargas\curico\ordenanzas_vigentes\decreto_exento_enmienda_ordenanza_local_del_plan_regulador_de_curico__230.pdf,descargas,curico,decreto_exento_enmienda_ordenanza_local_del_plan_regulador_de_curico__230.pdf,PDF,432856,ee2a4c0c7de6ff5ffea1bdc86a1415eda0c73caa266b1fe37c436b5ce090f98b,4,1756,2,2,0,MIXTO
descargas\curico\busqueda_global\solicito_mapa_del_nuevo_plan_regulador_en_tramitacion__1839.pdf,descargas,curico,solicito_mapa_del_nuevo_plan_regulador_en_tramitacion__1839.pdf,PDF,1467489,db5709cf273057d1ce3479961055a205a7f8ebd3226eea052ad0688542eb33f7,2,0,0,2,0,ESCANEADO
Ordenanzas Descargadas\1-600\curico_solicito_mapa_del_nuevo_plan_regulador_en_tramitacion__1839.pdf,descargadas,curico_solicito_mapa_del_nuevo,curico_solicito_mapa_del_nuevo_plan_regulador_en_tramitacion__1839.pdf,PDF,1467489,db5709cf273057d1ce3479961055a205a7f8ebd3226eea052ad0688542eb33f7,2,0,0,2,0,ESCANEADO
